DATETIME,BearSpringDischarge[m3/day]
7/6/2018 22:59,6.82E+03
7/6/2018 23:59,6.80E+03
7/7/2018 0:59,6.78E+03
7/7/2018 1:59,6.76E+03
7/7/2018 2:59,6.75E+03
7/7/2018 3:59,6.73E+03
7/7/2018 4:59,6.71E+03
7/7/2018 5:59,6.70E+03
7/7/2018 6:59,6.68E+03
7/7/2018 7:59,6.66E+03
7/7/2018 8:59,6.65E+03
7/7/2018 9:59,6.63E+03
7/7/2018 10:59,6.62E+03
7/7/2018 11:59,6.61E+03
7/7/2018 12:59,6.59E+03
7/7/2018 13:59,6.54E+03
7/7/2018 14:59,6.50E+03
7/7/2018 15:59,6.47E+03
7/7/2018 16:59,6.44E+03
7/7/2018 17:59,6.41E+03
7/7/2018 18:59,6.38E+03
7/7/2018 19:59,6.36E+03
7/7/2018 20:59,6.33E+03
7/7/2018 21:59,6.30E+03
7/7/2018 22:59,6.28E+03
7/7/2018 23:59,6.26E+03
7/8/2018 0:59,6.23E+03
7/8/2018 1:59,6.21E+03
7/8/2018 2:59,6.19E+03
7/8/2018 3:59,6.18E+03
7/8/2018 4:59,6.16E+03
7/8/2018 5:59,6.14E+03
7/8/2018 6:59,6.12E+03
7/8/2018 7:59,6.10E+03
7/8/2018 8:59,6.09E+03
7/8/2018 9:59,6.07E+03
7/8/2018 10:59,6.06E+03
7/8/2018 11:59,6.04E+03
7/8/2018 12:59,6.02E+03
7/8/2018 13:59,6.01E+03
7/8/2018 14:59,5.99E+03
7/8/2018 15:59,5.97E+03
7/8/2018 16:59,5.94E+03
7/8/2018 17:59,5.91E+03
7/8/2018 18:59,5.88E+03
7/8/2018 19:59,5.85E+03
7/8/2018 20:59,5.83E+03
7/8/2018 21:59,5.81E+03
7/8/2018 22:59,5.78E+03
7/8/2018 23:59,5.76E+03
7/9/2018 0:59,5.74E+03
7/9/2018 1:59,5.72E+03
7/9/2018 2:59,5.70E+03
7/9/2018 3:59,5.68E+03
7/9/2018 4:59,5.67E+03
7/9/2018 5:59,5.65E+03
7/9/2018 6:59,5.63E+03
7/9/2018 7:59,5.62E+03
7/9/2018 8:59,5.60E+03
7/9/2018 9:59,5.59E+03
7/9/2018 10:59,5.57E+03
7/9/2018 11:59,5.56E+03
7/9/2018 12:59,5.54E+03
7/9/2018 13:59,5.53E+03
7/9/2018 14:59,5.51E+03
7/9/2018 15:59,5.50E+03
7/9/2018 16:59,5.48E+03
7/9/2018 17:59,5.46E+03
7/9/2018 18:59,5.44E+03
7/9/2018 19:59,5.42E+03
7/9/2018 20:59,5.41E+03
7/9/2018 21:59,5.39E+03
7/9/2018 22:59,5.37E+03
7/9/2018 23:59,5.35E+03
7/10/2018 0:59,5.34E+03
7/10/2018 1:59,5.32E+03
7/10/2018 2:59,5.31E+03
7/10/2018 3:59,5.29E+03
7/10/2018 4:59,5.28E+03
7/10/2018 5:59,5.26E+03
7/10/2018 6:59,5.25E+03
7/10/2018 7:59,5.24E+03
7/10/2018 8:59,5.22E+03
7/10/2018 9:59,5.21E+03
7/10/2018 10:59,5.20E+03
7/10/2018 11:59,5.19E+03
7/10/2018 12:59,5.17E+03
7/10/2018 13:59,5.16E+03
7/10/2018 14:59,5.15E+03
7/10/2018 15:59,5.14E+03
7/10/2018 16:59,5.12E+03
7/10/2018 17:59,5.10E+03
7/10/2018 18:59,5.09E+03
7/10/2018 19:59,5.07E+03
7/10/2018 20:59,5.05E+03
7/10/2018 21:59,5.04E+03
7/10/2018 22:59,5.02E+03
7/10/2018 23:59,5.00E+03
7/11/2018 0:59,4.99E+03
7/11/2018 1:59,4.97E+03
7/11/2018 2:59,4.96E+03
7/11/2018 3:59,4.95E+03
7/11/2018 4:59,4.93E+03
7/11/2018 5:59,4.92E+03
7/11/2018 6:59,4.91E+03
7/11/2018 7:59,4.90E+03
7/11/2018 8:59,4.89E+03
7/11/2018 9:59,4.87E+03
7/11/2018 10:59,4.86E+03
7/11/2018 11:59,4.85E+03
7/11/2018 12:59,4.84E+03
7/11/2018 13:59,4.83E+03
7/11/2018 14:59,4.81E+03
7/11/2018 15:59,4.80E+03
7/11/2018 16:59,4.79E+03
7/11/2018 17:59,4.77E+03
7/11/2018 18:59,4.75E+03
7/11/2018 19:59,4.73E+03
7/11/2018 20:59,4.69E+03
7/11/2018 21:59,4.66E+03
7/11/2018 22:59,4.63E+03
7/11/2018 23:59,4.61E+03
7/12/2018 0:59,4.59E+03
7/12/2018 1:59,4.57E+03
7/12/2018 2:59,4.55E+03
7/12/2018 3:59,4.54E+03
7/12/2018 4:59,4.52E+03
7/12/2018 5:59,4.51E+03
7/12/2018 6:59,4.49E+03
7/12/2018 7:59,4.48E+03
7/12/2018 8:59,4.46E+03
7/12/2018 9:59,4.45E+03
7/12/2018 10:59,4.44E+03
7/12/2018 11:59,4.43E+03
7/12/2018 12:59,4.41E+03
7/12/2018 13:59,4.40E+03
7/12/2018 14:59,4.38E+03
7/12/2018 15:59,4.37E+03
7/12/2018 16:59,4.35E+03
7/12/2018 17:59,4.34E+03
7/12/2018 18:59,4.32E+03
7/12/2018 19:59,4.30E+03
7/12/2018 20:59,4.29E+03
7/12/2018 21:59,4.27E+03
7/12/2018 22:59,4.26E+03
7/12/2018 23:59,4.24E+03
7/13/2018 0:59,4.23E+03
7/13/2018 1:59,4.22E+03
7/13/2018 2:59,4.21E+03
7/13/2018 3:59,4.27E+03
7/13/2018 4:59,4.34E+03
7/13/2018 5:59,4.40E+03
7/13/2018 6:59,4.46E+03
7/13/2018 7:59,4.50E+03
7/13/2018 8:59,4.53E+03
7/13/2018 9:59,4.55E+03
7/13/2018 10:59,4.57E+03
7/13/2018 11:59,4.58E+03
7/13/2018 12:59,4.59E+03
7/13/2018 13:59,4.60E+03
7/13/2018 14:59,4.61E+03
7/13/2018 15:59,4.61E+03
7/13/2018 16:59,4.62E+03
7/13/2018 17:59,4.66E+03
7/13/2018 18:59,4.70E+03
7/13/2018 19:59,4.72E+03
7/13/2018 20:59,4.72E+03
7/13/2018 21:59,4.73E+03
7/13/2018 22:59,4.73E+03
7/13/2018 23:59,4.73E+03
7/14/2018 0:59,4.74E+03
7/14/2018 1:59,4.75E+03
7/14/2018 2:59,4.76E+03
7/14/2018 3:59,4.76E+03
7/14/2018 4:59,4.77E+03
7/14/2018 5:59,4.77E+03
7/14/2018 6:59,4.78E+03
7/14/2018 7:59,4.79E+03
7/14/2018 8:59,4.79E+03
7/14/2018 9:59,4.80E+03
7/14/2018 10:59,4.81E+03
7/14/2018 11:59,4.82E+03
7/14/2018 12:59,4.82E+03
7/14/2018 13:59,4.83E+03
7/14/2018 14:59,4.82E+03
7/14/2018 15:59,4.81E+03
7/14/2018 16:59,4.81E+03
7/14/2018 17:59,4.80E+03
7/14/2018 18:59,4.78E+03
7/14/2018 19:59,4.73E+03
7/14/2018 20:59,4.70E+03
7/14/2018 21:59,4.67E+03
7/14/2018 22:59,4.66E+03
7/14/2018 23:59,4.64E+03
7/15/2018 0:59,4.63E+03
7/15/2018 1:59,4.62E+03
7/15/2018 2:59,4.61E+03
7/15/2018 3:59,4.60E+03
7/15/2018 4:59,4.60E+03
7/15/2018 5:59,4.59E+03
7/15/2018 6:59,4.58E+03
7/15/2018 7:59,4.58E+03
7/15/2018 8:59,4.57E+03
7/15/2018 9:59,4.57E+03
7/15/2018 10:59,4.56E+03
7/15/2018 11:59,4.56E+03
7/15/2018 12:59,4.56E+03
7/15/2018 13:59,4.55E+03
7/15/2018 14:59,4.55E+03
7/15/2018 15:59,4.54E+03
7/15/2018 16:59,4.54E+03
7/15/2018 17:59,4.53E+03
7/15/2018 18:59,4.52E+03
7/15/2018 19:59,4.52E+03
7/15/2018 20:59,4.51E+03
7/15/2018 21:59,4.50E+03
7/15/2018 22:59,4.49E+03
7/15/2018 23:59,4.48E+03
7/16/2018 0:59,4.48E+03
7/16/2018 1:59,4.47E+03
7/16/2018 2:59,4.46E+03
7/16/2018 3:59,4.46E+03
7/16/2018 4:59,4.45E+03
7/16/2018 5:59,4.45E+03
7/16/2018 6:59,4.44E+03
7/16/2018 7:59,4.44E+03
7/16/2018 8:59,4.43E+03
7/16/2018 9:59,4.43E+03
7/16/2018 10:59,4.42E+03
7/16/2018 11:59,4.42E+03
7/16/2018 12:59,4.41E+03
7/16/2018 13:59,4.41E+03
7/16/2018 14:59,4.40E+03
7/16/2018 15:59,4.39E+03
7/16/2018 16:59,4.39E+03
7/16/2018 17:59,4.38E+03
7/16/2018 18:59,4.36E+03
7/16/2018 19:59,4.34E+03
7/16/2018 20:59,4.33E+03
7/16/2018 21:59,4.31E+03
7/16/2018 22:59,4.30E+03
7/16/2018 23:59,4.29E+03
7/17/2018 0:59,4.28E+03
7/17/2018 1:59,4.27E+03
7/17/2018 2:59,4.26E+03
7/17/2018 3:59,4.25E+03
7/17/2018 4:59,4.24E+03
7/17/2018 5:59,4.24E+03
7/17/2018 6:59,4.23E+03
7/17/2018 7:59,4.22E+03
7/17/2018 8:59,4.22E+03
7/17/2018 9:59,4.21E+03
7/17/2018 10:59,4.20E+03
7/17/2018 11:59,4.20E+03
7/17/2018 12:59,4.19E+03
7/17/2018 13:59,4.19E+03
7/17/2018 14:59,4.18E+03
7/17/2018 15:59,4.17E+03
7/17/2018 16:59,4.17E+03
7/17/2018 17:59,4.16E+03
7/17/2018 18:59,4.15E+03
7/17/2018 19:59,4.13E+03
7/17/2018 20:59,4.12E+03
7/17/2018 21:59,4.11E+03
7/17/2018 22:59,4.10E+03
7/17/2018 23:59,4.09E+03
7/18/2018 0:59,4.08E+03
7/18/2018 1:59,4.07E+03
7/18/2018 2:59,4.06E+03
7/18/2018 3:59,4.05E+03
7/18/2018 4:59,4.05E+03
7/18/2018 5:59,4.04E+03
7/18/2018 6:59,4.02E+03
7/18/2018 7:59,4.00E+03
7/18/2018 8:59,3.98E+03
7/18/2018 9:59,3.97E+03
7/18/2018 10:59,3.96E+03
7/18/2018 11:59,3.94E+03
7/18/2018 12:59,3.93E+03
7/18/2018 13:59,3.92E+03
7/18/2018 14:59,3.91E+03
7/18/2018 15:59,3.90E+03
7/18/2018 16:59,3.89E+03
7/18/2018 17:59,3.87E+03
7/18/2018 18:59,3.86E+03
7/18/2018 19:59,3.85E+03
7/18/2018 20:59,3.83E+03
7/18/2018 21:59,3.82E+03
7/18/2018 22:59,3.81E+03
7/18/2018 23:59,3.80E+03
7/19/2018 0:59,3.79E+03
7/19/2018 1:59,3.78E+03
7/19/2018 2:59,3.77E+03
7/19/2018 3:59,3.76E+03
7/19/2018 4:59,3.75E+03
7/19/2018 5:59,3.74E+03
7/19/2018 6:59,3.74E+03
7/19/2018 7:59,3.73E+03
7/19/2018 8:59,3.72E+03
7/19/2018 9:59,3.74E+03
7/19/2018 10:59,3.76E+03
7/19/2018 11:59,3.77E+03
7/19/2018 12:59,3.78E+03
7/19/2018 13:59,3.80E+03
7/19/2018 14:59,3.80E+03
7/19/2018 15:59,3.81E+03
7/19/2018 16:59,3.81E+03
7/19/2018 17:59,3.82E+03
7/19/2018 18:59,3.82E+03
7/19/2018 19:59,3.84E+03
7/19/2018 20:59,3.84E+03
7/19/2018 21:59,3.85E+03
7/19/2018 22:59,3.85E+03
7/19/2018 23:59,3.85E+03
7/20/2018 0:59,3.85E+03
7/20/2018 1:59,3.85E+03
7/20/2018 2:59,3.88E+03
7/20/2018 3:59,3.99E+03
7/20/2018 4:59,4.05E+03
7/20/2018 5:59,4.10E+03
7/20/2018 6:59,4.13E+03
7/20/2018 7:59,4.16E+03
7/20/2018 8:59,4.18E+03
7/20/2018 9:59,4.20E+03
7/20/2018 10:59,4.22E+03
7/20/2018 11:59,4.24E+03
7/20/2018 12:59,4.25E+03
7/20/2018 13:59,4.26E+03
7/20/2018 14:59,4.27E+03
7/20/2018 15:59,4.28E+03
7/20/2018 16:59,4.29E+03
7/20/2018 17:59,4.30E+03
7/20/2018 18:59,4.30E+03
7/20/2018 19:59,4.31E+03
7/20/2018 20:59,4.32E+03
7/20/2018 21:59,4.32E+03
7/20/2018 22:59,4.33E+03
7/20/2018 23:59,4.33E+03
7/21/2018 0:59,4.32E+03
7/21/2018 1:59,4.30E+03
7/21/2018 2:59,4.29E+03
7/21/2018 3:59,4.29E+03
7/21/2018 4:59,4.29E+03
7/21/2018 5:59,4.29E+03
7/21/2018 6:59,4.30E+03
7/21/2018 7:59,4.30E+03
7/21/2018 8:59,4.30E+03
7/21/2018 9:59,4.31E+03
7/21/2018 10:59,4.32E+03
7/21/2018 11:59,4.32E+03
7/21/2018 12:59,4.31E+03
7/21/2018 13:59,4.30E+03
7/21/2018 14:59,4.29E+03
7/21/2018 15:59,4.29E+03
7/21/2018 16:59,4.28E+03
7/21/2018 17:59,4.28E+03
7/21/2018 18:59,4.27E+03
7/21/2018 19:59,4.26E+03
7/21/2018 20:59,4.23E+03
7/21/2018 21:59,4.21E+03
7/21/2018 22:59,4.19E+03
7/21/2018 23:59,4.18E+03
7/22/2018 0:59,4.17E+03
7/22/2018 1:59,4.16E+03
7/22/2018 2:59,4.15E+03
7/22/2018 3:59,4.15E+03
7/22/2018 4:59,4.14E+03
7/22/2018 5:59,4.13E+03
7/22/2018 6:59,4.12E+03
7/22/2018 7:59,4.11E+03
7/22/2018 8:59,4.10E+03
7/22/2018 9:59,4.09E+03
7/22/2018 10:59,4.09E+03
7/22/2018 11:59,4.08E+03
7/22/2018 12:59,4.08E+03
7/22/2018 13:59,4.07E+03
7/22/2018 14:59,4.06E+03
7/22/2018 15:59,4.06E+03
7/22/2018 16:59,4.05E+03
7/22/2018 17:59,4.04E+03
7/22/2018 18:59,4.03E+03
7/22/2018 19:59,4.02E+03
7/22/2018 20:59,4.00E+03
7/22/2018 21:59,3.99E+03
7/22/2018 22:59,3.97E+03
7/22/2018 23:59,3.96E+03
7/23/2018 0:59,3.95E+03
7/23/2018 1:59,3.95E+03
7/23/2018 2:59,3.94E+03
7/23/2018 3:59,3.93E+03
7/23/2018 4:59,3.92E+03
7/23/2018 5:59,3.92E+03
7/23/2018 6:59,3.91E+03
7/23/2018 7:59,3.91E+03
7/23/2018 8:59,3.90E+03
7/23/2018 9:59,3.90E+03
7/23/2018 10:59,3.89E+03
7/23/2018 11:59,3.89E+03
7/23/2018 12:59,3.88E+03
7/23/2018 13:59,3.87E+03
7/23/2018 14:59,3.86E+03
7/23/2018 15:59,3.85E+03
7/23/2018 16:59,3.84E+03
7/23/2018 17:59,3.83E+03
7/23/2018 18:59,3.81E+03
7/23/2018 19:59,3.78E+03
7/23/2018 20:59,3.76E+03
7/23/2018 21:59,3.74E+03
7/23/2018 22:59,3.73E+03
7/23/2018 23:59,3.71E+03
7/24/2018 0:59,3.70E+03
7/24/2018 1:59,3.69E+03
7/24/2018 2:59,3.68E+03
7/24/2018 3:59,3.67E+03
7/24/2018 4:59,3.66E+03
7/24/2018 5:59,3.65E+03
7/24/2018 6:59,3.65E+03
7/24/2018 7:59,3.64E+03
7/24/2018 8:59,3.63E+03
7/24/2018 9:59,3.62E+03
7/24/2018 10:59,3.62E+03
7/24/2018 11:59,3.61E+03
7/24/2018 12:59,3.61E+03
7/24/2018 13:59,3.60E+03
7/24/2018 14:59,3.59E+03
7/24/2018 15:59,3.58E+03
7/24/2018 16:59,3.57E+03
7/24/2018 17:59,3.56E+03
7/24/2018 18:59,3.55E+03
7/24/2018 19:59,3.54E+03
7/24/2018 20:59,3.53E+03
7/24/2018 21:59,3.52E+03
7/24/2018 22:59,3.51E+03
7/24/2018 23:59,3.50E+03
7/25/2018 0:59,3.49E+03
7/25/2018 1:59,3.48E+03
7/25/2018 2:59,3.47E+03
7/25/2018 3:59,3.46E+03
7/25/2018 4:59,3.45E+03
7/25/2018 5:59,3.45E+03
7/25/2018 6:59,3.44E+03
7/25/2018 7:59,3.43E+03
7/25/2018 8:59,3.43E+03
7/25/2018 9:59,3.42E+03
7/25/2018 10:59,3.42E+03
7/25/2018 11:59,3.41E+03
7/25/2018 12:59,3.40E+03
7/25/2018 13:59,3.40E+03
7/25/2018 14:59,3.39E+03
7/25/2018 15:59,3.39E+03
7/25/2018 16:59,3.38E+03
7/25/2018 17:59,3.37E+03
7/25/2018 18:59,3.36E+03
7/25/2018 19:59,3.35E+03
7/25/2018 20:59,3.34E+03
7/25/2018 21:59,3.33E+03
7/25/2018 22:59,3.32E+03
7/25/2018 23:59,3.32E+03
7/26/2018 0:59,3.31E+03
7/26/2018 1:59,3.30E+03
7/26/2018 2:59,3.29E+03
7/26/2018 3:59,3.29E+03
7/26/2018 4:59,3.28E+03
7/26/2018 5:59,3.27E+03
7/26/2018 6:59,3.27E+03
7/26/2018 7:59,3.26E+03
7/26/2018 8:59,3.26E+03
7/26/2018 9:59,3.25E+03
7/26/2018 10:59,3.25E+03
7/26/2018 11:59,3.24E+03
7/26/2018 12:59,3.24E+03
7/26/2018 13:59,3.23E+03
7/26/2018 14:59,3.22E+03
7/26/2018 15:59,3.22E+03
7/26/2018 16:59,3.21E+03
7/26/2018 17:59,3.20E+03
7/26/2018 18:59,3.19E+03
7/26/2018 19:59,3.19E+03
7/26/2018 20:59,3.18E+03
7/26/2018 21:59,3.17E+03
7/26/2018 22:59,3.16E+03
7/26/2018 23:59,3.16E+03
7/27/2018 0:59,3.15E+03
7/27/2018 1:59,3.15E+03
7/27/2018 2:59,3.14E+03
7/27/2018 3:59,3.13E+03
7/27/2018 4:59,3.13E+03
7/27/2018 5:59,3.12E+03
7/27/2018 6:59,3.12E+03
7/27/2018 7:59,3.11E+03
7/27/2018 8:59,3.11E+03
7/27/2018 9:59,3.10E+03
7/27/2018 10:59,3.10E+03
7/27/2018 11:59,3.09E+03
7/27/2018 12:59,3.09E+03
7/27/2018 13:59,3.08E+03
7/27/2018 14:59,3.08E+03
7/27/2018 15:59,3.07E+03
7/27/2018 16:59,3.06E+03
7/27/2018 17:59,3.05E+03
7/27/2018 18:59,3.04E+03
7/27/2018 19:59,3.04E+03
7/27/2018 20:59,3.03E+03
7/27/2018 21:59,3.02E+03
7/27/2018 22:59,3.01E+03
7/27/2018 23:59,3.00E+03
7/28/2018 0:59,3.00E+03
7/28/2018 1:59,2.99E+03
7/28/2018 2:59,2.98E+03
7/28/2018 3:59,2.98E+03
7/28/2018 4:59,2.97E+03
7/28/2018 5:59,2.97E+03
7/28/2018 6:59,2.96E+03
7/28/2018 7:59,2.96E+03
7/28/2018 8:59,2.95E+03
7/28/2018 9:59,2.95E+03
7/28/2018 10:59,2.94E+03
7/28/2018 11:59,2.94E+03
7/28/2018 12:59,2.93E+03
7/28/2018 13:59,2.93E+03
7/28/2018 14:59,2.93E+03
7/28/2018 15:59,2.92E+03
7/28/2018 16:59,2.91E+03
7/28/2018 17:59,2.91E+03
7/28/2018 18:59,2.90E+03
7/28/2018 19:59,2.89E+03
7/28/2018 20:59,2.88E+03
7/28/2018 21:59,2.87E+03
7/28/2018 22:59,2.86E+03
7/28/2018 23:59,2.86E+03
7/29/2018 0:59,2.85E+03
7/29/2018 1:59,2.84E+03
7/29/2018 2:59,2.84E+03
7/29/2018 3:59,2.83E+03
7/29/2018 4:59,2.82E+03
7/29/2018 5:59,2.82E+03
7/29/2018 6:59,2.81E+03
7/29/2018 7:59,2.81E+03
7/29/2018 8:59,2.80E+03
7/29/2018 9:59,2.80E+03
7/29/2018 10:59,2.79E+03
7/29/2018 11:59,2.79E+03
7/29/2018 12:59,2.78E+03
7/29/2018 13:59,2.78E+03
7/29/2018 14:59,2.78E+03
7/29/2018 15:59,2.77E+03
7/29/2018 16:59,2.76E+03
7/29/2018 17:59,2.76E+03
7/29/2018 18:59,2.74E+03
7/29/2018 19:59,2.76E+03
7/29/2018 20:59,2.76E+03
7/29/2018 21:59,2.76E+03
7/29/2018 22:59,2.76E+03
7/29/2018 23:59,2.76E+03
7/30/2018 0:59,2.76E+03
7/30/2018 1:59,2.76E+03
7/30/2018 2:59,2.76E+03
7/30/2018 3:59,2.75E+03
7/30/2018 4:59,2.75E+03
7/30/2018 5:59,2.75E+03
7/30/2018 6:59,2.74E+03
7/30/2018 7:59,2.74E+03
7/30/2018 8:59,2.74E+03
7/30/2018 9:59,2.74E+03
7/30/2018 10:59,2.73E+03
7/30/2018 11:59,2.73E+03
7/30/2018 12:59,2.73E+03
7/30/2018 13:59,2.72E+03
7/30/2018 14:59,2.72E+03
7/30/2018 15:59,2.72E+03
7/30/2018 16:59,2.71E+03
7/30/2018 17:59,2.71E+03
7/30/2018 18:59,2.70E+03
7/30/2018 19:59,2.69E+03
7/30/2018 20:59,2.68E+03
7/30/2018 21:59,2.68E+03
7/30/2018 22:59,2.67E+03
7/30/2018 23:59,2.66E+03
7/31/2018 0:59,2.66E+03
7/31/2018 1:59,2.65E+03
7/31/2018 2:59,2.65E+03
7/31/2018 3:59,2.64E+03
7/31/2018 4:59,2.64E+03
7/31/2018 5:59,2.63E+03
7/31/2018 6:59,2.63E+03
7/31/2018 7:59,2.63E+03
7/31/2018 8:59,2.62E+03
7/31/2018 9:59,2.62E+03
7/31/2018 10:59,2.61E+03
7/31/2018 11:59,2.61E+03
7/31/2018 12:59,2.61E+03
7/31/2018 13:59,2.60E+03
7/31/2018 14:59,2.60E+03
7/31/2018 15:59,2.59E+03
7/31/2018 16:59,2.59E+03
7/31/2018 17:59,2.58E+03
7/31/2018 18:59,2.57E+03
7/31/2018 19:59,2.57E+03
7/31/2018 20:59,2.56E+03
7/31/2018 21:59,2.55E+03
7/31/2018 22:59,2.54E+03
7/31/2018 23:59,2.54E+03
8/1/2018 0:59,2.53E+03
8/1/2018 1:59,2.52E+03
8/1/2018 2:59,2.52E+03
8/1/2018 3:59,2.52E+03
8/1/2018 4:59,2.51E+03
8/1/2018 5:59,2.51E+03
8/1/2018 6:59,2.50E+03
8/1/2018 7:59,2.50E+03
8/1/2018 8:59,2.49E+03
8/1/2018 9:59,2.49E+03
8/1/2018 10:59,2.48E+03
8/1/2018 11:59,2.45E+03
8/1/2018 12:59,2.45E+03
8/1/2018 13:59,2.46E+03
8/1/2018 14:59,2.47E+03
8/1/2018 15:59,2.47E+03
8/1/2018 16:59,2.47E+03
8/1/2018 17:59,2.46E+03
8/1/2018 18:59,2.46E+03
8/1/2018 19:59,2.45E+03
8/1/2018 20:59,2.45E+03
8/1/2018 21:59,2.44E+03
8/1/2018 22:59,2.44E+03
8/1/2018 23:59,2.43E+03
8/2/2018 0:59,2.43E+03
8/2/2018 1:59,2.42E+03
8/2/2018 2:59,2.42E+03
8/2/2018 3:59,2.42E+03
8/2/2018 4:59,2.41E+03
8/2/2018 5:59,2.41E+03
8/2/2018 6:59,2.41E+03
8/2/2018 7:59,2.40E+03
8/2/2018 8:59,2.40E+03
8/2/2018 9:59,2.40E+03
8/2/2018 10:59,2.39E+03
8/2/2018 11:59,2.39E+03
8/2/2018 12:59,2.39E+03
8/2/2018 13:59,2.38E+03
8/2/2018 14:59,2.38E+03
8/2/2018 15:59,2.38E+03
8/2/2018 16:59,2.37E+03
8/2/2018 17:59,2.37E+03
8/2/2018 18:59,2.37E+03
8/2/2018 19:59,2.36E+03
8/2/2018 20:59,2.35E+03
8/2/2018 21:59,2.35E+03
8/2/2018 22:59,2.34E+03
8/2/2018 23:59,2.34E+03
8/3/2018 0:59,2.33E+03
8/3/2018 1:59,2.33E+03
8/3/2018 2:59,2.32E+03
8/3/2018 3:59,2.32E+03
8/3/2018 4:59,2.32E+03
8/3/2018 5:59,2.31E+03
8/3/2018 6:59,2.31E+03
8/3/2018 7:59,2.31E+03
8/3/2018 8:59,2.30E+03
8/3/2018 9:59,2.30E+03
8/3/2018 10:59,2.30E+03
8/3/2018 11:59,2.29E+03
8/3/2018 12:59,2.29E+03
8/3/2018 13:59,2.29E+03
8/3/2018 14:59,2.28E+03
8/3/2018 15:59,2.28E+03
8/3/2018 16:59,2.27E+03
8/3/2018 17:59,2.26E+03
8/3/2018 18:59,2.26E+03
8/3/2018 19:59,2.25E+03
8/3/2018 20:59,2.24E+03
8/3/2018 21:59,2.24E+03
